specie,Record Number,Process,QDB Process,Theory or Experiment,data type,Projectile Element,Projectile Charge State,Target Molecule,Target Charge State,Initial Excited State B,Products,Original X Unit,Original Y Unit,Reference Number,Author(s),Title of Record,Journal Name,Volume and Issue No,Page Numbers,Date of Publication,Process Title
He,6701, charge transfer,HCX, E, CS, He,0, CO2,0,, CO2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + CO2 --> He+
He,6702, charge transfer,HCX, E, CS, He,0, H2,0,, H2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + H2 --> He2+
He,6703, charge transfer,HCX, E, CS, He,0, CH4,0,, CH4, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He + CH4 --> He2+
He,6709, charge transfer,HCX, E, CS, He,1, O2,0,, O2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + O2 --> He
He,6710, charge transfer,HCX, E, CS, He,1, CO,0,, CO, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + CO --> He
He,6711, charge transfer,HCX, E, CS, He,1, CO2,0,, CO2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + CO2 --> He
He,6712, charge transfer,HCX, E, CS, He,1, H2,0,, H2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + H2 --> He2+
He,6713, charge transfer,HCX, E, CS, He,1, CH4,0,, CH4, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + CH4 --> He2+
He,6715, charge transfer,HCX, E, CS, He,1, CO,0,, CO, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + CO --> He2+
He,6716, charge transfer,HCX, E, CS, He,1, CO2,0,, CO2, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + CO2 --> He2+
He,7, charge transfer,HCX, E, CS, He,1, CH4,0,, CH4, eV, cm2, 1990C410, Sataka### M.$Yagishita### A.$Nakai### Y., Measurement of charge-changing cross sections in collisions of He and He+ with H2### O2### CH4### CO and CO2, J. Phys. B,23, 1225-1234,1990, He+ + CH4 --> He
HeH,10668, dissociation,HDS, V, CS, HeH,1, H2,0,,, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, HeH+ + H2 --> (total HeH+dissociation)
HeH,10669, dissociation,HDS, V, CS, HeH,1, He,0,,, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, HeH+ + He --> (total HeH+dissociation)
Kr,10257, charge transfer,HCX, E, CS, Kr,7, CO,0,, Kr6+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr7+ + CO --> Kr6+
Kr,10258, charge transfer,HCX, E, CS, Kr,7, CO,0,, Kr5+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr7+ + CO --> Kr5+
Kr,10259, charge transfer,HCX, E, CS, Kr,7, CO,0,, Kr4+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr7+ + CO --> Kr4+
Kr,10260, charge transfer,HCX, E, CS, Kr,7, CO,0,, Kr3+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr7+ + CO --> Kr3+
Kr,10261, charge transfer,HCX, E, CS, Kr,7, CO,0,, Kr2+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr7+ + CO --> Kr2+
Kr,10262, charge transfer,HCX, E, CS, Kr,8, CO,0,, Kr7+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr8+ + CO --> Kr7+
Kr,10263, charge transfer,HCX, E, CS, Kr,8, CO,0,, Kr6+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr8+ + CO --> Kr6+
Kr,10264, charge transfer,HCX, E, CS, Kr,8, CO,0,, Kr5+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr8+ + CO --> Kr5+
Kr,10265, charge transfer,HCX, E, CS, Kr,8, CO,0,, Kr4+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr8+ + CO --> Kr4+
Kr,10266, charge transfer,HCX, E, CS, Kr,8, CO,0,, Kr3+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr8+ + CO --> Kr3+
Kr,10267, charge transfer,HCX, E, CS, Kr,9, CO,0,, Kr8+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr9+ + CO --> Kr8+
Kr,10268, charge transfer,HCX, E, CS, Kr,9, CO,0,, Kr7+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr9+ + CO --> Kr7+
Kr,10269, charge transfer,HCX, E, CS, Kr,9, CO,0,, Kr6+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr9+ + CO --> Kr6+
Kr,10270, charge transfer,HCX, E, CS, Kr,9, CO,0,, Kr5+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr9+ + CO --> Kr5+
Kr,10271, charge transfer,HCX, E, CS, Kr,9, CO,0,, Kr4+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr9+ + CO --> Kr4+
Kr,10272, charge transfer,HCX, E, CS, Kr,8, N2,0,, Kr7+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr8+ + N2 --> Kr7+
Kr,10273, charge transfer,HCX, E, CS, Kr,8, N2,0,, Kr6+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr8+ + N2 --> Kr6+
Kr,10274, charge transfer,HCX, E, CS, Kr,8, N2,0,, Kr5+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr8+ + N2 --> Kr5+
Kr,10275, charge transfer,HCX, E, CS, Kr,8, N2,0,, Kr4+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr8+ + N2 --> Kr4+
Kr,10276, charge transfer,HCX, E, CS, Kr,8, N2,0,, Kr3+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr8+ + N2 --> Kr3+
Kr,10277, charge transfer,HCX, E, CS, Kr,8, O2,0,, Kr7+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr8+ + O2 --> Kr7+
Kr,10278, charge transfer,HCX, E, CS, Kr,8, O2,0,, Kr6+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr8+ + O2 --> Kr6+
Kr,10279, charge transfer,HCX, E, CS, Kr,8, O2,0,, Kr5+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr8+ + O2 --> Kr5+
Kr,10280, charge transfer,HCX, E, CS, Kr,8, O2,0,, Kr4+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr8+ + O2 --> Kr4+
Kr,10281, charge transfer,HCX, E, CS, Kr,8, O2,0,, Kr3+, eV, cm2, 1999C399, Ishii### K.$Okuno### K.$Kobayashi### N., Single- and multiple-charge changing cross sections in slow collsions of Krq+(q=7-9) with Ne### N2### O2 and CO, Physica Scripta., T80, 176-178,1999, Kr8+ + O2 --> Kr3+
N,10052, charge transfer,HCX, E, CS, N,1, H2,0,, N;H2+, eV, cm2, 1956C373, Gilbody### H.B.$Hasted### J.B., Anomalies in the adiabatic interpretation of charge-transfer collisions, Proc. R. Soc. London A,238,334,1956, N+ + H2 --> N+H2+
N,10216, charge transfer,HCX, E, CS, N,1, CO2,0,, N;CO2+, eV, cm2, 1990C359, Gardner### J.A.$Dressler### R.A.$Salter### R.H.$Murad### E., Reaction cross section and product ion time-of-flight measurements for collisions of N+ and N2+ with CO2 at suprathermal energies, J. Chem. Phys.,93,7780,1990, N+ + CO2 --> N+CO2+
N,10217, charge transfer,HCX, E, CS, N,1, CO2,0,, C;CO2+, eV, cm2, 1990C359, Gardner### J.A.$Dressler### R.A.$Salter### R.H.$Murad### E., Reaction cross section and product ion time-of-flight measurements for collisions of N+ and N2+ with CO2 at suprathermal energies, J. Chem. Phys.,93,7780,1990, N+ + CO2 --> C+CO2+
N,10220, charge transfer,HCX, E, CS, N,1, H2O,0,, N;H2O+, eV, cm2, 1994C360, Dressler### R.A.$Murad### E., Guided-ion beam measurements of N+ + H2O charge-transfer and chemical reaction channels, J. Chem. Phys.,100,5656,1994, N+ + H2O --> N+H2O+
N,10539, charge transfer,HCX, E, CS, N,1, CO,0,, N;CO+, eV, cm2, 1975C358, Rutherford### J.A.$Vroom### D.A., Charge transfer cross sections for metastable N+(1D) in collision with krypton and carbon monoxide, J. Chem. Phys.,62,1460,1975, N+ (3P) + CO --> N+CO+
N,10540, charge transfer,HCX, E, CS, N,1, CO,0,, N;CO+, eV, cm2, 1975C358, Rutherford### J.A.$Vroom### D.A., Charge transfer cross sections for metastable N+(1D) in collision with krypton and carbon monoxide, J. Chem. Phys.,62,1460,1975, N+ (1D) + CO --> N+CO+
N,10569, charge transfer,HCX, E, CS, N,1, N2,0,, N, eV, cm2, 1979C357, Moran### T.F.$Wilcox### J.B., Charge transfer reactions of ground N+(3P) and excited N+(1D) state ions with neutral molecules, J. Chem. Phys.,70,1467,1979, N+ (3P) + N2 --> N
N,10570, charge transfer,HCX, E, CS, N,1, O2,0,, N, eV, cm2, 1979C357, Moran### T.F.$Wilcox### J.B., Charge transfer reactions of ground N+(3P) and excited N+(1D) state ions with neutral molecules, J. Chem. Phys.,70,1467,1979, N+ (3P) + O2 --> N
N,10571, charge transfer,HCX, E, CS, N,1, CO,0,, N, eV, cm2, 1979C357, Moran### T.F.$Wilcox### J.B., Charge transfer reactions of ground N+(3P) and excited N+(1D) state ions with neutral molecules, J. Chem. Phys.,70,1467,1979, N+ (3P) + CO --> N
N,10572, charge transfer,HCX, E, CS, N,1, CO2,0,, N, eV, cm2, 1979C357, Moran### T.F.$Wilcox### J.B., Charge transfer reactions of ground N+(3P) and excited N+(1D) state ions with neutral molecules, J. Chem. Phys.,70,1467,1979, N+ (3P) + CO2 --> N
N,10573, charge transfer,HCX, E, CS, N,1, NO,0,, N, eV, cm2, 1979C357, Moran### T.F.$Wilcox### J.B., Charge transfer reactions of ground N+(3P) and excited N+(1D) state ions with neutral molecules, J. Chem. Phys.,70,1467,1979, N+ (3P) + NO --> N
N,10574, charge transfer,HCX, E, CS, N,1, H2,0,, N, eV, cm2, 1979C357, Moran### T.F.$Wilcox### J.B., Charge transfer reactions of ground N+(3P) and excited N+(1D) state ions with neutral molecules, J. Chem. Phys.,70,1467,1979, N+ (3P) + H2 --> N
N,10575, charge transfer,HCX, E, CS, N,1, N2,0,, N, eV, cm2, 1979C357, Moran### T.F.$Wilcox### J.B., Charge transfer reactions of ground N+(3P) and excited N+(1D) state ions with neutral molecules, J. Chem. Phys.,70,1467,1979, N+ (1D) + N2 --> N
N,10576, charge transfer,HCX, E, CS, N,1, O2,0,, N, eV, cm2, 1979C357, Moran### T.F.$Wilcox### J.B., Charge transfer reactions of ground N+(3P) and excited N+(1D) state ions with neutral molecules, J. Chem. Phys.,70,1467,1979, N+ (1D) + O2 --> N
N,10577, charge transfer,HCX, E, CS, N,1, CO,0,, N, eV, cm2, 1979C357, Moran### T.F.$Wilcox### J.B., Charge transfer reactions of ground N+(3P) and excited N+(1D) state ions with neutral molecules, J. Chem. Phys.,70,1467,1979, N+ (1D) + CO --> N
N,10578, charge transfer,HCX, E, CS, N,1, CO2,0,, N, eV, cm2, 1979C357, Moran### T.F.$Wilcox### J.B., Charge transfer reactions of ground N+(3P) and excited N+(1D) state ions with neutral molecules, J. Chem. Phys.,70,1467,1979, N+ (1D) + CO2 --> N
N,10579, charge transfer,HCX, E, CS, N,1, NO,0,, N, eV, cm2, 1979C357, Moran### T.F.$Wilcox### J.B., Charge transfer reactions of ground N+(3P) and excited N+(1D) state ions with neutral molecules, J. Chem. Phys.,70,1467,1979, N+ (1D) + NO --> N
N,10580, charge transfer,HCX, E, CS, N,1, H2,0,, N, eV, cm2, 1979C357, Moran### T.F.$Wilcox### J.B., Charge transfer reactions of ground N+(3P) and excited N+(1D) state ions with neutral molecules, J. Chem. Phys.,70,1467,1979, N+ (1D) + H2 --> N
N2,10048, charge transfer,HCX, E, CS, N2,1, Ar,0,, N2;Ar+, eV, cm2, 1956C373, Gilbody### H.B.$Hasted### J.B., Anomalies in the adiabatic interpretation of charge-transfer collisions, Proc. R. Soc. London A,238,334,1956, N2+ + Ar --> N2+Ar+
N2,10218, charge transfer,HCX, E, CS, N2,1, CO2,0,, N2;CO2+, eV, cm2, 1990C359, Gardner### J.A.$Dressler### R.A.$Salter### R.H.$Murad### E., Reaction cross section and product ion time-of-flight measurements for collisions of N+ and N2+ with CO2 at suprathermal energies, J. Chem. Phys.,93,7780,1990, N2+ + CO2 --> N2+CO2+
Ne,11669, charge exchange,, E, CS, Ne,3, N2,0,, Ne2+;N2+, eV, cm2, 2001E305, Kamber### E.Y.$Frguson### S.M., State-selected studies of the electron capture by Ne3+ and Ne4+ ions from N2 and O2 molecules, Phys. Rev. A,63,22701,2001, Ne3+ + N2 --> Ne2++N2+
Ne,11670, charge exchange,, E, CS, Ne,3, O2,0,, Ne2+;O2+, eV, cm2, 2001E305, Kamber### E.Y.$Frguson### S.M., State-selected studies of the electron capture by Ne3+ and Ne4+ ions from N2 and O2 molecules, Phys. Rev. A,63,22701,2001, Ne3+ + O2 --> Ne2++O2+
Ne,11671, charge exchange,, E, CS, Ne,4, N2,0,, Ne3+;N2+, eV, cm2, 2001E305, Kamber### E.Y.$Frguson### S.M., State-selected studies of the electron capture by Ne3+ and Ne4+ ions from N2 and O2 molecules, Phys. Rev. A,63,22701,2001, Ne4+ + N2 --> Ne3++N2+
Ne,11672, charge exchange,, E, CS, Ne,4, O2,0,, Ne3+;O2+, eV, cm2, 2001E305, Kamber### E.Y.$Frguson### S.M., State-selected studies of the electron capture by Ne3+ and Ne4+ ions from N2 and O2 molecules, Phys. Rev. A,63,22701,2001, Ne4+ + O2 --> Ne3++O2+
Ne,11673, charge exchange,, E, CS, Ne,2, CH4,0,, (, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ne2+ + CH4 --> (total charge transfer)
Ne,11674, charge exchange,, E, CS, Ne,3, CH4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ne3+ + CH4 --> (total charge transfer)
Ne,11675, charge exchange,, E, CS, Ne,4, CH4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ne4+ + CH4 --> (total charge transfer)
Ne,11676, charge exchange,, E, CS, Ne,5, CH4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ne5+ + CH4 --> (total charge transfer)
Ne,11677, charge exchange,, E, CS, Ne,6, CH4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ne6+ + CH4 --> (total charge transfer)
Ne,11686, charge exchange,, E, CS, Ne,2, C2H2,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ne2+ + C2H2 --> (total charge transfer)
Ne,11687, charge exchange,, E, CS, Ne,3, C2H2,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ne3+ + C2H2 --> (total charge transfer)
Ne,11688, charge exchange,, E, CS, Ne,4, C2H2,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ne4+ + C2H2 --> (total charge transfer)
Ne,11689, charge exchange,, E, CS, Ne,5, C2H2,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ne5+ + C2H2 --> (total charge transfer)
Ne,11690, charge exchange,, E, CS, Ne,6, C2H2,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ne6+ + C2H2 --> (total charge transfer)
Ne,11699, charge exchange,, E, CS, Ne,2, C2H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ne2+ + C2H4 --> (total charge transfer)
Ne,11700, charge exchange,, E, CS, Ne,3, C2H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ne3+ + C2H4 --> (total charge transfer)
