specie,Record Number,Process,QDB Process,Theory or Experiment,data type,Projectile Element,Projectile Charge State,Target Molecule,Target Charge State,Initial Excited State B,Products,Original X Unit,Original Y Unit,Reference Number,Author(s),Title of Record,Journal Name,Volume and Issue No,Page Numbers,Date of Publication,Process Title
Cl,10746, reactive,HIR, V, RC, Cl,0, O3,0,, ClO;O2, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, Cl + O3 --> ClO+O2
Cl,10747, reactive,HIR, V, RC, Cl,0, NO3,0,, ClO;NO2, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, Cl + NO3 --> ClO+NO2
Cl,10748, reactive,HIR, V, RC, Cl,0, OClO,0,, ClO;ClO, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, Cl + OClO --> ClO+ClO
Cl,10749, reactive,HIR, V, RC, Cl,0, Cl2O,0,, Cl2;ClO, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, Cl + Cl2O --> Cl2+ClO
Cl,10750, reactive,HIR, V, RC, Cl,0, Cl2O2,0,, Cl2;ClOO, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, Cl + Cl2O2 --> Cl2+ClOO
Cl,10751, reactive,HIR, V, RC, Cl,0, ClONO2,0,, Cl2;NO3, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, Cl + ClONO2 --> Cl2+NO3
ClO,10759, reactive,HIR, V, RC, ClO,0, HO2,0,, HOCl;O2;HCl;O3, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, ClO + HO2 --> HOCl+O2+HCl+O3
ClO,10760, reactive,HIR, V, RC, ClO,0, NO,0,, Cl;NO2, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, ClO + NO --> Cl+NO2
ClO,10761, reactive,HIR, V, RC, ClO,0, NO3,0,, ClOO;NO2;OClO;NO2, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, ClO + NO3 --> ClOO+NO2+OClO+NO2
ClO,10762, reactive,HIR, V, RC, ClO,0, NO3,0,, OClO;NO2, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, ClO + NO3 --> OClO+NO2
ClO,10763, reactive,HIR, V, RC, ClO,0, ClO,0,, Cl2;O2, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, ClO + ClO --> Cl2+O2
ClO,10764, reactive,HIR, V, RC, ClO,0, ClO,0,, Cl;ClOO, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, ClO + ClO --> Cl+ClOO
ClO,10765, reactive,HIR, V, RC, ClO,0, ClO,0,, Cl;OClO, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, ClO + ClO --> Cl+OClO
F,10729, reactive,HIR, V, RC, F,0, H2,0,, HF;H, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, F + H2 --> HF+H
F,10730, reactive,HIR, V, RC, F,0, H2O,0,, HF;HO, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, F + H2O --> HF+HO
F,10731, reactive,HIR, V, RC, F,0, O3,0,, FO;O2, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, F + O3 --> FO+O2
F,10732, reactive,HIR, V, RC, F,0, HONO2,0,, HF;NO3, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, F + HONO2 --> HF+NO3
FO,10733, reactive,HIR, V, RC, FO,0, NO,0,, F;NO2, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, FO + NO --> F+NO2
FO,10734, reactive,HIR, V, RC, FO,0, FO,0,, 2F;O2;FO2;F;F2;O2, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, FO + FO --> 2F+O2+FO2+F+F2+O2
FO2,10735, reactive,HIR, V, RC, FO2,0, NO,0,, FNO;O2, K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, FO2 + NO --> FNO+O2
FO2,10736, reactive,HIR, V, RC, FO2,0, NO2,0,, (products), K, cm3/s, 2000V302, Atkinson### R.$Baulch### D.L.$Cox### R.A.$Hampson###Jr.### R.F.$Kerr### J.A.$Rossi### M.J.$Troe### J., Evaluated Kinetic and Photochemical Data for Atmospheric Chemistry: Supplement VIII###Halogen Species IUPAC Subcommittee on Gas Kinetic Data Evaluation for Atmospheric Chemistry, J. Phys. Chem. Ref. Data,29, 167-266,2000, FO2 + NO2 --> (products)
H2,11027, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=0), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=5) --> H2(v=0)
H2,11028, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=1), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=5) --> H2(v=1)
H2,11029, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=2), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=5) --> H2(v=2)
H2,11030, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=3), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=5) --> H2(v=3)
H2,11031, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=4), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=5) --> H2(v=4)
H2,11032, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=5), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=5) --> H2(v=5)
H2,11033, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=6), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=5) --> H2(v=6)
H2,11034, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=7), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=5) --> H2(v=7)
H2,11035, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=8), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=5) --> H2(v=8)
H2,11036, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=9), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=5) --> H2(v=9)
H2,11037, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=10), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=5) --> H2(v=10)
H2,11038, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=11), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=5) --> H2(v=11)
H2,11039, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=12), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=5) --> H2(v=12)
H2,11040, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=13), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=5) --> H2(v=13)
H2,11041, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=14), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=5) --> H2(v=14)
H2,11042, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=0), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=7) --> H2(v=0)
H2,11043, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=1), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=7) --> H2(v=1)
H2,11044, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=2), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=7) --> H2(v=2)
H2,11045, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=3), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=7) --> H2(v=3)
H2,11046, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=4), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=7) --> H2(v=4)
H2,11047, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=5), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=7) --> H2(v=5)
H2,11048, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=6), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=7) --> H2(v=6)
H2,11049, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=7), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=7) --> H2(v=7)
H2,11050, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=8), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=7) --> H2(v=8)
H2,11051, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=9), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=7) --> H2(v=9)
H2,11052, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=10), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=7) --> H2(v=10)
H2,11053, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=11), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=7) --> H2(v=11)
H2,11054, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=12), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=7) --> H2(v=12)
H2,11055, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=13), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=7) --> H2(v=13)
H2,11056, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=14), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=7) --> H2(v=14)
H2,11057, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=0), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=9) --> H2(v=0)
H2,11058, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=1), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=9) --> H2(v=1)
H2,11059, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=2), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=9) --> H2(v=2)
H2,11060, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=3), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=9) --> H2(v=3)
