specie,id_number,categorize,collision_data_categorize,collision_type,collision_process,sub_process,Process,QDB Process,Original X Unit,Original Y Unit,Theory_Experiment_Recommendation,reaction_formula,reference_number,author,title_of_record,journal_name,volume_and_issue_No,page_number,date_of_publication
H2,B201209465,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=0) -> He + H2(v=1### J=4),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209466,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=0) -> He + H2(v=1### J=6),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209467,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=0) -> He + H2(v=1### J=8),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209468,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=0) -> He + H2(v=2### J=0),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209469,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=0) -> He + H2(v=2### J=2),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209470,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=1) -> He + H2(v=0### J=11),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209471,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=1) -> He + H2(v=0### J=13),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209472,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=1) -> He + H2(v=0### J=3),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209473,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=1) -> He + H2(v=0### J=5),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209474,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=1) -> He + H2(v=0### J=7),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209475,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=1) -> He + H2(v=0### J=9),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209476,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=1) -> He + H2(v=1### J=1),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209477,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=1) -> He + H2(v=1### J=3),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209479,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=1) -> He + H2(v=1### J=7),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209480,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=1) -> He + H2(v=1### J=9),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209481,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=1) -> He + H2(v=2### J=1),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209482,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=1) -> He + H2(v=2### J=3),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209483,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=10) -> He + H2(v=0### J=12),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209484,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=10) -> He + H2(v=1### J=6),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209485,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=10) -> He + H2(v=1### J=8),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209486,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=10) -> He + H2(v=2### J=0),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209487,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=10) -> He + H2(v=2### J=2),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209488,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=12) -> He + H2(v=2### J=2),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209489,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=2) -> He + H2(v=0### J=10),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209490,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=2) -> He + H2(v=0### J=12),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209491,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=2) -> He + H2(v=0### J=4),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209492,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=2) -> He + H2(v=0### J=6),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209493,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=2) -> He + H2(v=0### J=8),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209494,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=2) -> He + H2(v=1### J=0),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209495,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=2) -> He + H2(v=1### J=2),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209496,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=2) -> He + H2(v=1### J=4),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209497,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=2) -> He + H2(v=1### J=6),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209498,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=2) -> He + H2(v=1### J=8),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209499,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=2) -> He + H2(v=2### J=0),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209500,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=2) -> He + H2(v=2### J=2),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209501,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=3) -> He + H2(v=0### J=11),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209502,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=3) -> He + H2(v=0### J=13),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209503,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=3) -> He + H2(v=0### J=5),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209504,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=3) -> He + H2(v=0### J=7),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209505,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=3) -> He + H2(v=0### J=9),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209506,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=3) -> He + H2(v=1### J=1),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209507,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=3) -> He + H2(v=1### J=3),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209508,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=3) -> He + H2(v=1### J=5),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209509,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=3) -> He + H2(v=1### J=7),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209510,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=3) -> He + H2(v=1### J=9),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209511,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=3) -> He + H2(v=2### J=1),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209512,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=3) -> He + H2(v=2### J=3),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209513,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=4) -> He + H2(v=0### J=10),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209514,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=4) -> He + H2(v=0### J=12),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209515,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=4) -> He + H2(v=0### J=6),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209516,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=4) -> He + H2(v=0### J=8),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209517,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=4) -> He + H2(v=1### J=0),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209518,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=4) -> He + H2(v=1### J=2),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209519,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=4) -> He + H2(v=1### J=4),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209520,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=4) -> He + H2(v=1### J=6),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209521,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=4) -> He + H2(v=1### J=8),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209522,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=4) -> He + H2(v=2### J=0),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209523,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=4) -> He + H2(v=2### J=2),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209524,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=5) -> He + H2(v=0### J=11),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
H2,B201209525,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Electronic,Excitation; Electronic,HEX, K, cm3/s,Theoretical Data,He + H2(v=0### J=5) -> He + H2(v=0### J=13),2012000582,D. R. Flower### E. Roueff### C. J. Zeippen,Rovibrational excitation of H2 molecules by He atoms,J. Phys. B,31,1105,1998
